senderTs,senderMbps,receiverTs,receiverMbps
4223.0,0.521,4223.0,0.0
4224.0,0.0,4224.0,0.0463
4225.0,0.0,4225.0,0.0348
4226.0,0.0,4226.0,0.0695
4227.0,0.0,4227.0,0.0811
4228.0,0.0,4228.0,0.104
4229.0,0.0,4229.0,0.0811
4230.0,0.0,4230.0,0.0811
4231.0,0.0,4231.0,0.0695
4232.0,0.521,4232.0,0.0695
4233.0,0.0,4233.0,0.0695
4234.0,0.0,4234.0,0.0579
4235.0,0.0,4235.0,0.0348
4236.0,0.0,4236.0,0.0348
4237.0,0.0,4237.0,0.0
4238.0,0.0,4238.0,0.0463
4239.0,0.521,4239.0,0.0695
4240.0,0.0,4240.0,0.0695
4241.0,0.0,4241.0,0.0811
4242.0,0.0,4242.0,0.0927
4243.0,0.0,4243.0,0.0927
4244.0,0.0,4244.0,0.0811
4245.0,0.0,4245.0,0.0695
4246.0,0.0,4246.0,0.0579
4247.0,0.0,4247.0,0.0695
4248.0,0.521,4248.0,0.0695
4249.0,0.0,4249.0,0.0116
4250.0,0.0,4250.0,0.0
4251.0,0.0,4251.0,0.0463
4252.0,0.0,4252.0,0.0232
4253.0,0.0,4253.0,0.0811
4254.0,0.0,4254.0,0.0927
4255.0,0.0,4255.0,0.0811
4256.0,0.0,4256.0,0.0927
4257.0,0.0,4257.0,0.0695
4258.0,0.521,4258.0,0.0695
4259.0,0.0,4259.0,0.0695
4260.0,0.0,4260.0,0.0811
4261.0,0.0,4261.0,0.0695
4262.0,0.0,4262.0,0.0579
4263.0,0.0,4263.0,0.0463
4264.0,0.0,4264.0,0.0
4265.0,0.521,4265.0,0.0116
4266.0,0.0,4266.0,0.0348
4267.0,0.0,4267.0,0.0463
4268.0,0.0,4268.0,0.0811
4269.0,0.0,4269.0,0.0811
4270.0,0.0,4270.0,0.0927
4271.0,0.0,4271.0,0.0579
4272.0,0.0,4272.0,0.0811
4273.0,0.0,4273.0,0.0695
4274.0,0.0,4274.0,0.0695
4275.0,0.0,4275.0,0.0463
4276.0,0.521,4276.0,0.0695
4277.0,0.0,4277.0,0.0463
4278.0,0.0,4278.0,0.0232
4279.0,0.0,4279.0,0.0348
4280.0,0.0,4280.0,0.0463
4281.0,0.0,4281.0,0.0695
4282.0,0.521,4282.0,0.0579
4283.0,0.0,4283.0,0.0695
4284.0,0.0,4284.0,0.0811
4285.0,0.0,4285.0,0.0695
4286.0,0.0,4286.0,0.0811
4287.0,0.0,4287.0,0.0579
4288.0,0.0,4288.0,0.0695
4289.0,0.0,4289.0,0.0695
4290.0,0.0,4290.0,0.0695
4291.0,0.0,4291.0,0.0811
4292.0,0.0,4292.0,0.0
4293.0,0.521,4293.0,0.0463
4294.0,0.0,4294.0,0.0463
4295.0,0.0,4295.0,0.0695
4296.0,0.0,4296.0,0.0811
4297.0,0.0,4297.0,0.0695
4298.0,0.0,4298.0,0.0927
4299.0,0.0,4299.0,0.0579
4300.0,0.521,4300.0,0.0579
4301.0,0.0,4301.0,0.0695
4302.0,0.0,4302.0,0.0695
4303.0,0.0,4303.0,0.0695
4304.0,0.0,4304.0,0.0579
4305.0,0.0,4305.0,0.0579
4306.0,0.0,4306.0,0.0116
4307.0,0.521,4307.0,0.0579
4308.0,0.0,4308.0,0.0811
4309.0,0.0,4309.0,0.0695
4310.0,0.0,4310.0,0.0579
4311.0,0.0,4311.0,0.0579
4312.0,0.0,4312.0,0.0811
4313.0,0.0,4313.0,0.0811
4314.0,0.0,4314.0,0.0695
4315.0,0.0,4315.0,0.0811
4316.0,0.0,4316.0,0.0811
4317.0,0.521,4317.0,0.0811
4318.0,0.0,4318.0,0.0811
4319.0,0.0,4319.0,0.0116
4320.0,0.0,4320.0,0.0463
4321.0,0.0,4321.0,0.0463
4322.0,0.0,4322.0,0.104
4323.0,0.0,4323.0,0.0927
4324.0,0.521,4324.0,0.104
4325.0,0.0,4325.0,0.0695
4326.0,0.0,4326.0,0.0927
4327.0,0.0,4327.0,0.0927
4328.0,0.0,4328.0,0.104
4329.0,0.0,4329.0,0.0927
4330.0,0.0,4330.0,0.0811
4331.0,0.521,4331.0,0.104
4332.0,0.0,4332.0,0.0579
4333.0,0.0,4333.0,0.0
4334.0,0.0,4334.0,0.0348
4335.0,0.0,4335.0,0.0463
4336.0,0.0,4336.0,0.0811
4337.0,0.521,4337.0,0.0927
4338.0,0.0,4338.0,0.104
4339.0,0.0,4339.0,0.104
4340.0,0.0,4340.0,0.0927
4341.0,0.0,4341.0,0.116
4342.0,0.0,4342.0,0.0811
4343.0,0.0,4343.0,0.0927
4344.0,0.0,4344.0,0.0811
4345.0,0.521,4345.0,0.0695
4346.0,0.0,4346.0,0.0
4347.0,0.0,4347.0,0.0463
4348.0,0.0,4348.0,0.0463
4349.0,0.0,4349.0,0.0927
4350.0,0.0,4350.0,0.0811
4351.0,0.521,4351.0,0.0927
4352.0,0.0,4352.0,0.104
4353.0,0.0,4353.0,0.0811
4354.0,0.0,4354.0,0.0695
4355.0,0.0,4355.0,0.0695
4356.0,0.0,4356.0,0.0695
4357.0,0.0,4357.0,0.0811
4358.0,0.0,4358.0,0.0348
4359.0,0.0,4359.0,0.0579
4360.0,0.521,4360.0,0.0
4361.0,0.0,4361.0,0.0463
4362.0,0.0,4362.0,0.0579
4363.0,0.0,4363.0,0.0927
4364.0,0.0,4364.0,0.104
4365.0,0.0,4365.0,0.0927
4366.0,0.0,4366.0,0.0695
4367.0,0.521,4367.0,0.0811
4368.0,0.0,4368.0,0.0811
4369.0,0.0,4369.0,0.0579
4370.0,0.0,4370.0,0.0695
4371.0,0.0,4371.0,0.0695
4372.0,0.0,4372.0,0.0695
4373.0,0.0,4373.0,0.0579
4374.0,0.0,4374.0,0.0
4375.0,0.521,4375.0,0.0463
4376.0,0.0,4376.0,0.0463
4377.0,0.0,4377.0,0.0927
4378.0,0.0,4378.0,0.104
4379.0,0.0,4379.0,0.104
4380.0,0.0,4380.0,0.0927
4381.0,0.0,4381.0,0.0695
4382.0,0.0,4382.0,0.104
4383.0,0.521,4383.0,0.0927
4384.0,0.0,4384.0,0.0811
4385.0,0.0,4385.0,0.0811
4386.0,0.0,4386.0,0.0811
4387.0,0.0,4387.0,0.0811
4388.0,0.0,4388.0,0.0
4389.0,0.521,4389.0,0.0579
4390.0,0.0,4390.0,0.0579
4391.0,0.0,4391.0,0.0927
4392.0,0.0,4392.0,0.104
4393.0,0.0,4393.0,0.104
4394.0,0.0,4394.0,0.0811
4395.0,0.521,4395.0,0.0927
4396.0,0.0,4396.0,0.0695
4397.0,0.0,4397.0,0.0579
4398.0,0.0,4398.0,0.0695
4399.0,0.0,4399.0,0.0463
4400.0,0.0,4400.0,0.0695
4401.0,0.0,4401.0,0.0
4402.0,0.521,4402.0,0.0463
4403.0,0.0,4403.0,0.0579
4404.0,0.0,4404.0,0.0811
4405.0,0.0,4405.0,0.0811
4406.0,0.0,4406.0,0.0927
4407.0,0.0,4407.0,0.0927
4408.0,0.0,4408.0,0.0695
4409.0,0.0,4409.0,0.0811
4410.0,0.521,4410.0,0.0695
4411.0,0.0,4411.0,0.0811
4412.0,0.0,4412.0,0.0927
4413.0,0.0,4413.0,0.0579
4414.0,0.0,4414.0,0.0463
4415.0,0.0,4415.0,0.0463
4416.0,0.521,4416.0,0.0463
4417.0,0.0,4417.0,0.0811
4418.0,0.0,4418.0,0.0811
4419.0,0.0,4419.0,0.0927
4420.0,0.0,4420.0,0.0579
4421.0,0.0,4421.0,0.0811
4422.0,0.0,4422.0,0.0811
4423.0,0.0,4423.0,0.0695
4424.0,0.0,4424.0,0.0811
4425.0,0.521,4425.0,0.0579
4426.0,0.0,4426.0,0.0695
4427.0,0.0,4427.0,0.0579
4428.0,0.0,4428.0,0.0116
4429.0,0.0,4429.0,0.0348
4430.0,0.0,4430.0,0.0811
4431.0,0.0,4431.0,0.0695
4432.0,0.0,4432.0,0.0927
4433.0,0.521,4433.0,0.0695
4434.0,0.0,4434.0,0.0695
4435.0,0.0,4435.0,0.0811
4436.0,0.0,4436.0,0.0695
4437.0,0.0,4437.0,0.0579
4438.0,0.0,4438.0,0.0927
4439.0,0.0,4439.0,0.0463
4440.0,0.521,4440.0,0.0579
4441.0,0.0,4441.0,0.0116
4442.0,0.0,4442.0,0.0579
4443.0,0.0,4443.0,0.0695
4444.0,0.0,4444.0,0.0811
4445.0,0.0,4445.0,0.0695
4446.0,0.0,4446.0,0.0695
4447.0,0.0,4447.0,0.0695
4448.0,0.0,4448.0,0.0579
4449.0,0.0,4449.0,0.0695
4450.0,0.521,4450.0,0.0579
4451.0,0.0,4451.0,0.0579
4452.0,0.0,4452.0,0.0579
4453.0,0.0,4453.0,0.0232
4454.0,0.0,4454.0,0.0232
4455.0,0.0,4455.0,0.0463
4456.0,0.0,4456.0,0.0695
4457.0,0.0,4457.0,0.0695
4458.0,0.0,4458.0,0.0695
4459.0,0.521,4459.0,0.0579
4460.0,0.0,4460.0,0.0811
4461.0,0.0,4461.0,0.0695
4462.0,0.0,4462.0,0.0579
4463.0,0.0,4463.0,0.0579
4464.0,0.0,4464.0,0.0579
4465.0,0.0,4465.0,0.0579
4466.0,0.0,4466.0,0.0348
4467.0,0.0,4467.0,0.0
4468.0,0.521,4468.0,0.0579
4469.0,0.0,4469.0,0.0695
4470.0,0.0,4470.0,0.0579
4471.0,0.0,4471.0,0.0811
4472.0,0.0,4472.0,0.0695
4473.0,0.0,4473.0,0.0463
4474.0,0.0,4474.0,0.0695
4475.0,0.0,4475.0,0.0463
4476.0,0.0,4476.0,0.0463
4477.0,0.0,4477.0,0.0579
4478.0,0.521,4478.0,0.0579
4479.0,0.0,4479.0,0.0579
4480.0,0.0,4480.0,0.0
4481.0,0.0,4481.0,0.0463
4482.0,0.0,4482.0,0.0695
4483.0,0.0,4483.0,0.0811
4484.0,0.0,4484.0,0.0811
4485.0,0.0,4485.0,0.0695
4486.0,0.521,4486.0,0.0579
4487.0,0.0,4487.0,0.0695
4488.0,0.0,4488.0,0.0695
4489.0,0.0,4489.0,0.0463
4490.0,0.0,4490.0,0.0695
4491.0,0.0,4491.0,0.0463
4492.0,0.0,4492.0,0.0348
4493.0,0.0,4493.0,0.0116
4494.0,0.521,4494.0,0.0463
4495.0,0.0,4495.0,0.0811
4496.0,0.0,4496.0,0.0579
4497.0,0.0,4497.0,0.0811
4498.0,0.0,4498.0,0.0811
4499.0,0.0,4499.0,0.0579
4500.0,0.0,4500.0,0.0695
4501.0,0.0,4501.0,0.0811
4502.0,0.0,4502.0,0.0579
4503.0,0.0,4503.0,0.0927
4504.0,0.521,4504.0,0.0463
4505.0,0.0,4505.0,0.0811
4506.0,0.0,4506.0,0.0116
4507.0,0.0,4507.0,0.0579
4508.0,0.0,4508.0,0.0811
4509.0,0.0,4509.0,0.0695
4510.0,0.0,4510.0,0.0811
4511.0,0.521,4511.0,0.0695
4512.0,0.0,4512.0,0.0579
4513.0,0.0,4513.0,0.0579
4514.0,0.0,4514.0,0.0579
4515.0,0.0,4515.0,0.0463
4516.0,0.0,4516.0,0.0579
4517.0,0.0,4517.0,0.0348
4518.0,0.0,4518.0,0.0348
4519.0,0.0,4519.0,0.0348
4520.0,0.0,4520.0,0.0463
4521.0,0.521,4521.0,0.0579
4522.0,0.0,4522.0,0.0811
4523.0,0.0,4523.0,0.0695
4524.0,0.0,4524.0,0.0695
4525.0,0.0,4525.0,0.0579
4526.0,0.0,4526.0,0.0695
4527.0,0.0,4527.0,0.0579
4528.0,0.0,4528.0,0.0695
4529.0,0.0,4529.0,0.0579
4530.0,0.521,4530.0,0.0463
4531.0,0.0,4531.0,0.0579
4532.0,0.0,4532.0,0.0348
4533.0,0.0,4533.0,0.0463
4534.0,0.0,4534.0,0.0579
4535.0,0.0,4535.0,0.0695
4536.0,0.0,4536.0,0.0811
4537.0,0.0,4537.0,0.0579
4538.0,0.0,4538.0,0.0579
4539.0,0.521,4539.0,0.0579
4540.0,0.0,4540.0,0.0579
4541.0,0.0,4541.0,0.0579
4542.0,0.0,4542.0,0.0579
4543.0,0.0,4543.0,0.0579
4544.0,0.0,4544.0,0.0463
4545.0,0.0,4545.0,0.0348
4546.0,0.0,4546.0,0.0348
4547.0,0.521,4547.0,0.0579
4548.0,0.0,4548.0,0.0811
4549.0,0.0,4549.0,0.0695
4550.0,0.0,4550.0,0.0695
4551.0,0.0,4551.0,0.0811
4552.0,0.0,4552.0,0.0695
4553.0,0.0,4553.0,0.0579
4554.0,0.0,4554.0,0.0579
4555.0,0.0,4555.0,0.0695
4556.0,0.521,4556.0,0.0579
4557.0,0.0,4557.0,0.0463
4558.0,0.0,4558.0,0.0348
4559.0,0.0,4559.0,0.0232
4560.0,0.0,4560.0,0.0811
4561.0,0.0,4561.0,0.0695
4562.0,0.0,4562.0,0.0695
4563.0,0.0,4563.0,0.0695
4564.0,0.0,4564.0,0.0579
4565.0,0.521,4565.0,0.0579
4566.0,0.0,4566.0,0.0579
4567.0,0.0,4567.0,0.0695
4568.0,0.0,4568.0,0.0463
4569.0,0.0,4569.0,0.0927
4570.0,0.0,4570.0,0.0116
4571.0,0.0,4571.0,0.0232
4572.0,0.0,4572.0,0.0232
4573.0,0.0,4573.0,0.0695
4574.0,0.521,4574.0,0.0695
4575.0,0.0,4575.0,0.0579
4576.0,0.0,4576.0,0.0811
4577.0,0.0,4577.0,0.0695
4578.0,0.0,4578.0,0.0463
4579.0,0.0,4579.0,0.0579
4580.0,0.0,4580.0,0.0579
4581.0,0.0,4581.0,0.0579
4582.0,0.0,4582.0,0.0695
4583.0,0.0,4583.0,0.0463
4584.0,0.0,4584.0,0.0116
4585.0,0.521,4585.0,0.0348
4586.0,0.0,4586.0,0.0348
4587.0,0.0,4587.0,0.0695
4588.0,0.0,4588.0,0.0579
4589.0,0.0,4589.0,0.0579
4590.0,0.0,4590.0,0.0579
4591.0,0.0,4591.0,0.0811
4592.0,0.0,4592.0,0.0348
4593.0,0.0,4593.0,0.0579
4594.0,0.0,4594.0,0.0348
4595.0,0.521,4595.0,0.0463
4596.0,0.0,4596.0,0.0695
4597.0,0.0,4597.0,0.0348
4598.0,0.0,4598.0,0.0
4599.0,0.0,4599.0,0.0232
4600.0,0.0,4600.0,0.0579
4601.0,0.0,4601.0,0.0579
4602.0,0.0,4602.0,0.0463
4603.0,0.0,4603.0,0.0579
4604.0,0.0,4604.0,0.0463
4605.0,0.0,4605.0,0.0579
4606.0,0.0,4606.0,0.0348
4607.0,0.521,4607.0,0.0579
4608.0,0.0,4608.0,0.0348
4609.0,0.0,4609.0,0.0463
4610.0,0.0,4610.0,0.0463
4611.0,0.0,4611.0,0.0348
4612.0,0.0,4612.0,0.0116
4613.0,0.0,4613.0,0.0463
4614.0,0.0,4614.0,0.0463
4615.0,0.0,4615.0,0.0463
4616.0,0.0,4616.0,0.0579
4617.0,0.0,4617.0,0.0463
4618.0,0.521,4618.0,0.0579
4619.0,0.0,4619.0,0.0579
4620.0,0.0,4620.0,0.0463
4621.0,0.0,4621.0,0.0463
4622.0,0.0,4622.0,0.0579
4623.0,0.0,4623.0,0.0579
4624.0,0.0,4624.0,0.0463
4625.0,0.0,4625.0,0.0
4626.0,0.0,4626.0,0.0579
4627.0,0.0,4627.0,0.0579
4628.0,0.521,4628.0,0.0463
4629.0,0.0,4629.0,0.0579
4630.0,0.0,4630.0,0.0579
4631.0,0.0,4631.0,0.0695
4632.0,0.0,4632.0,0.0463
4633.0,0.0,4633.0,0.0463
4634.0,0.0,4634.0,0.0579
4635.0,0.0,4635.0,0.0463
4636.0,0.0,4636.0,0.0463
4637.0,0.0,4637.0,0.0579
4638.0,0.0,4638.0,0.0
4639.0,0.521,4639.0,0.0579
4640.0,0.0,4640.0,0.0579
4641.0,0.0,4641.0,0.0695
4642.0,0.0,4642.0,0.0695
4643.0,0.0,4643.0,0.0579
4644.0,0.0,4644.0,0.0463
4645.0,0.0,4645.0,0.0463
4646.0,0.0,4646.0,0.0579
4647.0,0.0,4647.0,0.0463
4648.0,0.0,4648.0,0.0348
4649.0,0.0,4649.0,0.0579
4650.0,0.521,4650.0,0.0
4651.0,0.0,4651.0,0.0
4652.0,0.0,4652.0,0.0579
4653.0,0.0,4653.0,0.0579
4654.0,0.0,4654.0,0.0579
4655.0,0.0,4655.0,0.0463
4656.0,0.0,4656.0,0.0579
4657.0,0.0,4657.0,0.0463
4658.0,0.0,4658.0,0.0695
4659.0,0.0,4659.0,0.0463
4660.0,0.0,4660.0,0.0463
4661.0,0.521,4661.0,0.0232
4662.0,0.0,4662.0,0.0579
4663.0,0.0,4663.0,0.0348
4664.0,0.0,4664.0,0.0
4665.0,0.0,4665.0,0.0463
4666.0,0.0,4666.0,0.0463
4667.0,0.0,4667.0,0.0463
4668.0,0.0,4668.0,0.0579
4669.0,0.0,4669.0,0.0463
4670.0,0.0,4670.0,0.0579
4671.0,0.0,4671.0,0.0463
4672.0,0.0,4672.0,0.0463
4673.0,0.521,4673.0,0.0463
4674.0,0.0,4674.0,0.0579
4675.0,0.0,4675.0,0.0579
4676.0,0.0,4676.0,0.0463
4677.0,0.0,4677.0,0.0116
4678.0,0.0,4678.0,0.0463
4679.0,0.0,4679.0,0.0579
4680.0,0.0,4680.0,0.0579
4681.0,0.0,4681.0,0.0579
4682.0,0.0,4682.0,0.0579
4683.0,0.0,4683.0,0.0463
4684.0,0.521,4684.0,0.0579
4685.0,0.0,4685.0,0.0463
4686.0,0.0,4686.0,0.0579
4687.0,0.0,4687.0,0.0348
4688.0,0.0,4688.0,0.0811
4689.0,0.0,4689.0,0.0116
4690.0,0.0,4690.0,0.0232
4691.0,0.0,4691.0,0.0232
4692.0,0.0,4692.0,0.0695
4693.0,0.521,4693.0,0.0695
4694.0,0.0,4694.0,0.0463
4695.0,0.0,4695.0,0.0579
4696.0,0.0,4696.0,0.0579
4697.0,0.0,4697.0,0.0463
4698.0,0.0,4698.0,0.0463
4699.0,0.0,4699.0,0.0463
4700.0,0.0,4700.0,0.0579
4701.0,0.0,4701.0,0.0463
4702.0,0.0,4702.0,0.0232
4703.0,0.0,4703.0,0.0
4704.0,0.0,4704.0,0.0579
4705.0,0.521,4705.0,0.0463
4706.0,0.0,4706.0,0.0579
4707.0,0.0,4707.0,0.0579
4708.0,0.0,4708.0,0.0579
4709.0,0.0,4709.0,0.0579
4710.0,0.0,4710.0,0.0463
4711.0,0.0,4711.0,0.0463
4712.0,0.0,4712.0,0.0463
4713.0,0.0,4713.0,0.0463
4714.0,0.0,4714.0,0.0348
4715.0,0.0,4715.0,0.0463
4716.0,0.0,4716.0,0.0
4717.0,0.521,4717.0,0.0348
4718.0,0.0,4718.0,0.0463
4719.0,0.0,4719.0,0.0579
4720.0,0.0,4720.0,0.0811
4721.0,0.0,4721.0,0.0579
4722.0,0.0,4722.0,0.0463
4723.0,0.0,4723.0,0.0463
4724.0,0.0,4724.0,0.0463
4725.0,0.0,4725.0,0.0348
4726.0,0.0,4726.0,0.0348
4727.0,0.0,4727.0,0.0348
4728.0,0.0,4728.0,0.0463
4729.0,0.521,4729.0,0.0
4730.0,0.0,4730.0,0.0348
4731.0,0.0,4731.0,0.0463
4732.0,0.0,4732.0,0.0579
4733.0,0.0,4733.0,0.0579
4734.0,0.0,4734.0,0.0695
4735.0,0.0,4735.0,0.0463
4736.0,0.0,4736.0,0.0463
4737.0,0.0,4737.0,0.0463
4738.0,0.0,4738.0,0.0579
4739.0,0.0,4739.0,0.0348
4740.0,0.0,4740.0,0.0463
4741.0,0.521,4741.0,0.0348
4742.0,0.0,4742.0,0.0232
4743.0,0.0,4743.0,0.0232
4744.0,0.0,4744.0,0.0232
4745.0,0.0,4745.0,0.0579
4746.0,0.0,4746.0,0.0463
4747.0,0.0,4747.0,0.0463
4748.0,0.0,4748.0,0.0695
4749.0,0.0,4749.0,0.0348
4750.0,0.0,4750.0,0.0463
4751.0,0.0,4751.0,0.0463
4752.0,0.0,4752.0,0.0463
4753.0,0.521,4753.0,0.0463
4754.0,0.0,4754.0,0.0463
4755.0,0.0,4755.0,0.0232
4756.0,0.0,4756.0,0.0232
4757.0,0.0,4757.0,0.0232
4758.0,0.0,4758.0,0.0232
4759.0,0.0,4759.0,0.0463
4760.0,0.0,4760.0,0.0463
4761.0,0.0,4761.0,0.0579
4762.0,0.0,4762.0,0.0579
4763.0,0.0,4763.0,0.0579
4764.0,0.0,4764.0,0.0463
4765.0,0.521,4765.0,0.0463
4766.0,0.0,4766.0,0.0463
4767.0,0.0,4767.0,0.0463
4768.0,0.0,4768.0,0.0463
4769.0,0.0,4769.0,0.0463
4770.0,0.0,4770.0,0.0348
4771.0,0.0,4771.0,0.0
4772.0,0.0,4772.0,0.0463
4773.0,0.0,4773.0,0.0116
4774.0,0.0,4774.0,0.0695
4775.0,0.0,4775.0,0.0695
4776.0,0.0,4776.0,0.0579
4777.0,0.0,4777.0,0.0579
4778.0,0.521,4778.0,0.0348
4779.0,0.0,4779.0,0.0579
4780.0,0.0,4780.0,0.0463
4781.0,0.0,4781.0,0.0463
4782.0,0.0,4782.0,0.0348
4783.0,0.0,4783.0,0.0348
4784.0,0.0,4784.0,0.0348
4785.0,0.0,4785.0,0.0
4786.0,0.0,4786.0,0.0463
4787.0,0.0,4787.0,0.0232
4788.0,0.0,4788.0,0.0463
4789.0,0.0,4789.0,0.0463
4790.0,0.521,4790.0,0.0579
4791.0,0.0,4791.0,0.0463
4792.0,0.0,4792.0,0.0463
4793.0,0.0,4793.0,0.0463
4794.0,0.0,4794.0,0.0463
4795.0,0.0,4795.0,0.0579
4796.0,0.0,4796.0,0.0
4797.0,0.0,4797.0,0.0579
4798.0,0.0,4798.0,0.0348
4799.0,0.0,4799.0,0.0
4800.0,0.0,4800.0,0.0116
4801.0,0.0,4801.0,0.0348
4802.0,0.0,4802.0,0.0116
4803.0,0.0,4803.0,0.0463
4804.0,0.521,4804.0,0.0579
4805.0,0.0,4805.0,0.0463
4806.0,0.0,4806.0,0.0348
4807.0,0.0,4807.0,0.0579
4808.0,0.0,4808.0,0.0348
4809.0,0.0,4809.0,0.0463
4810.0,0.0,4810.0,0.0348
4811.0,0.0,4811.0,0.0463
4812.0,0.0,4812.0,0.0348
4813.0,0.0,4813.0,0.0348
4814.0,0.0,4814.0,0.0
4815.0,0.0,4815.0,0.0116
4816.0,0.0,4816.0,0.0348
4817.0,0.0,4817.0,0.0
4818.0,0.0,4818.0,0.0579
4819.0,0.521,4819.0,0.0348
4820.0,0.0,4820.0,0.0463
4821.0,0.0,4821.0,0.0463
4822.0,0.0,4822.0,0.0463
4823.0,0.0,4823.0,0.0463
4824.0,0.0,4824.0,0.0463
4825.0,0.0,4825.0,0.0463
4826.0,0.0,4826.0,0.0348
4827.0,0.0,4827.0,0.0463
4828.0,0.0,4828.0,0.0348
4829.0,0.0,4829.0,0.0232
4830.0,0.0,4830.0,0.0
4831.0,0.0,4831.0,0.0
4832.0,0.0,4832.0,0.0463
4833.0,0.521,4833.0,0.0116
4834.0,0.0,4834.0,0.0463
4835.0,0.0,4835.0,0.0579
4836.0,0.0,4836.0,0.0463
4837.0,0.0,4837.0,0.0579
4838.0,0.0,4838.0,0.0463
4839.0,0.0,4839.0,0.0695
4840.0,0.0,4840.0,0.0695
4841.0,0.0,4841.0,0.0811
4842.0,0.0,4842.0,0.0579
4843.0,0.0,4843.0,0.0463
4844.0,0.0,4844.0,0.0579
4845.0,0.0,4845.0,0.0579
4846.0,0.0,4846.0,0.0232
4847.0,0.0,4847.0,0.0348
4848.0,0.521,4848.0,0.0579
4849.0,0.0,4849.0,0.0579
4850.0,0.0,4850.0,0.0232
4851.0,0.0,4851.0,0.0
4852.0,0.0,4852.0,0.0463
4853.0,0.0,4853.0,0.0116
4854.0,0.0,4854.0,0.0579
4855.0,0.0,4855.0,0.0579
4856.0,0.521,4856.0,0.0695
4857.0,0.0,4857.0,0.0811
4858.0,0.0,4858.0,0.0463
4859.0,0.0,4859.0,0.0463
4860.0,0.0,4860.0,0.0348
4861.0,0.0,4861.0,0.0348
4862.0,0.0,4862.0,0.0232
4863.0,0.0,4863.0,0.0463
4864.0,0.0,4864.0,0.0232
4865.0,0.0,4865.0,0.0232
4866.0,0.0,4866.0,0.0
4867.0,0.0,4867.0,0.0
4868.0,0.0,4868.0,0.0463
4869.0,0.521,4869.0,0.0348
4870.0,0.0,4870.0,0.0579
4871.0,0.0,4871.0,0.0463
4872.0,0.0,4872.0,0.0579
4873.0,0.0,4873.0,0.0579
4874.0,0.0,4874.0,0.0463
4875.0,0.0,4875.0,0.0348
4876.0,0.0,4876.0,0.0463
4877.0,0.0,4877.0,0.0348
4878.0,0.0,4878.0,0.0
4879.0,0.0,4879.0,0.0348
4880.0,0.0,4880.0,0.0116
4881.0,0.0,4881.0,0.0
4882.0,0.0,4882.0,0.0
4883.0,0.0,4883.0,0.0116
4884.0,0.0,4884.0,0.0348
4885.0,0.0,4885.0,0.0
4886.0,0.0,4886.0,0.0116
4887.0,0.521,4887.0,0.0579
4888.0,0.0,4888.0,0.0579
4889.0,0.0,4889.0,0.0463
4890.0,0.0,4890.0,0.0579
4891.0,0.0,4891.0,0.0579
4892.0,0.0,4892.0,0.0348
4893.0,0.0,4893.0,0.0463
4894.0,0.0,4894.0,0.0463
4895.0,0.0,4895.0,0.0232
4896.0,0.0,4896.0,0.0348
4897.0,0.0,4897.0,0.0348
4898.0,0.0,4898.0,0.0232
4899.0,0.0,4899.0,0.0
4900.0,0.0,4900.0,0.0
4901.0,0.0,4901.0,0.0
4902.0,0.0,4902.0,0.0
4903.0,0.0,4903.0,0.0
4904.0,0.521,4904.0,0.0463
4905.0,0.0,4905.0,0.0116
4906.0,0.0,4906.0,0.0463
4907.0,0.0,4907.0,0.0463
